ais,municipio,arma_utilizada,natureza_fato,data,sexo_vitima,idade_vitima,id_base,dummy_contagem
AIS 18,Nova Jaguaribara,Arma de fogo,HOMICIDIO DOLOSO,2015-09-27,MASCULINO,26,1,1
AIS 15,Boa Viagem,Arma branca,HOMICIDIO DOLOSO,2015-09-27,MASCULINO,28,1,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-09-27,MASCULINO,30,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-09-28,MASCULINO,16,1,1
AIS 20,Morada Nova,Arma de fogo,HOMICIDIO DOLOSO,2015-09-28,MASCULINO,21,1,1
AIS 19,Crato,Arma de fogo,HOMICIDIO DOLOSO,2015-09-28,MASCULINO,40,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-09-28,MASCULINO,21,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-09-28,MASCULINO,26,1,1
AIS 15,Baturité,Arma de fogo,HOMICIDIO DOLOSO,2015-09-28,MASCULINO,60,1,1
AIS 16,Novo Oriente,Arma branca,HOMICIDIO DOLOSO,2015-09-28,MASCULINO,26,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-09-28,MASCULINO,24,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-09-28,MASCULINO,33,1,1
AIS 13,Aquiraz,Arma de fogo,HOMICIDIO DOLOSO,2015-09-28,FEMININO,42,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-09-28,MASCULINO,41,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-09-28,MASCULINO,17,1,1
AIS 14,Camocim,Arma de fogo,HOMICIDIO DOLOSO,2015-09-29,MASCULINO,42,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-09-29,MASCULINO,35,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-09-29,MASCULINO,15,1,1
AIS 17,Paracuru,Arma de fogo,HOMICIDIO DOLOSO,2015-09-29,MASCULINO,45,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2015-09-29,MASCULINO,20,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-09-29,MASCULINO,18,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2015-09-29,MASCULINO,20,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-09-29,MASCULINO,19,1,1
AIS 15,Ocara,Arma de fogo,HOMICIDIO DOLOSO,2015-09-29,MASCULINO,25,1,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-09-29,MASCULINO,19,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2015-09-29,MASCULINO,33,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2015-09-29,MASCULINO,19,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-09-29,MASCULINO,18,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2015-09-30,MASCULINO,20,1,1
AIS 18,Russas,Arma de fogo,HOMICIDIO DOLOSO,2015-09-30,MASCULINO,63,1,1
AIS 13,Pacajus,Arma de fogo,HOMICIDIO DOLOSO,2015-09-30,MASCULINO,19,1,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-09-30,MASCULINO,57,1,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-09-30,MASCULINO,20,1,1
AIS 20,Morada Nova,Arma de fogo,HOMICIDIO DOLOSO,2015-09-30,MASCULINO,49,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2015-09-30,MASCULINO,26,1,1
AIS 20,Quixadá,Arma de fogo,HOMICIDIO DOLOSO,2015-09-30,MASCULINO,19,1,1
AIS 14,Sobral,Arma de fogo,HOMICIDIO DOLOSO,2015-09-30,MASCULINO,26,1,1
AIS 15,Redenção,Arma de fogo,HOMICIDIO DOLOSO,2015-09-30,MASCULINO,16,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-01,MASCULINO,17,1,1
AIS 19,Mauriti,Arma de fogo,HOMICIDIO DOLOSO,2015-10-01,MASCULINO,42,1,1
AIS 22,Tauá,Arma de fogo,HOMICIDIO DOLOSO,2015-10-01,MASCULINO,58,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-01,MASCULINO,17,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-01,MASCULINO,36,1,1
AIS 18,Russas,Arma de fogo,HOMICIDIO DOLOSO,2015-10-01,MASCULINO,19,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-01,MASCULINO,17,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2015-10-01,MASCULINO,23,1,1
AIS 12,Pacatuba,Arma de fogo,HOMICIDIO DOLOSO,2015-10-01,MASCULINO,17,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-01,MASCULINO,34,1,1
AIS 19,Brejo Santo,Arma de fogo,HOMICIDIO DOLOSO,2015-10-02,MASCULINO,36,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-02,MASCULINO,39,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-02,MASCULINO,18,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2015-10-02,MASCULINO,33,1,1
AIS 20,Pedra Branca,Arma de fogo,HOMICIDIO DOLOSO,2015-10-02,MASCULINO,48,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2015-10-02,MASCULINO,28,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-02,MASCULINO,42,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-02,MASCULINO,20,1,1
AIS 16,Independência,Arma de fogo,HOMICIDIO DOLOSO,2015-10-02,FEMININO,19,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-02,MASCULINO,16,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2015-10-02,FEMININO,34,1,1
AIS 12,Guaiúba,Arma de fogo,HOMICIDIO DOLOSO,2015-10-02,MASCULINO,38,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-03,MASCULINO,24,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-03,MASCULINO,23,1,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-03,MASCULINO,22,1,1
AIS 21,Iguatu,Arma de fogo,HOMICIDIO DOLOSO,2015-10-03,MASCULINO,20,1,1
AIS 15,Boa Viagem,Arma de fogo,HOMICIDIO DOLOSO,2015-10-03,MASCULINO,46,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2015-10-03,MASCULINO,21,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-03,MASCULINO,17,1,1
AIS 22,Tauá,Arma de fogo,HOMICIDIO DOLOSO,2015-10-03,MASCULINO,20,1,1
AIS 19,Brejo Santo,Arma de fogo,HOMICIDIO DOLOSO,2015-10-03,MASCULINO,30,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-03,MASCULINO,36,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2015-10-03,MASCULINO,17,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2015-10-03,MASCULINO,24,1,1
AIS 14,Granja,Outros meios,HOMICIDIO DOLOSO,2015-10-03,MASCULINO,22,1,1
AIS 15,Canindé,Arma branca,HOMICIDIO DOLOSO,2015-10-04,MASCULINO,56,1,1
AIS 17,Pentecoste,Arma branca,HOMICIDIO DOLOSO,2015-10-04,MASCULINO,29,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-04,MASCULINO,56,1,1
AIS 15,Paramoti,Arma branca,HOMICIDIO DOLOSO,2015-10-04,MASCULINO,65,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-04,MASCULINO,16,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-04,MASCULINO,24,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-04,MASCULINO,27,1,1
AIS 12,Pacatuba,Arma de fogo,HOMICIDIO DOLOSO,2015-10-04,MASCULINO,38,1,1
AIS 18,Nova Jaguaribara,Arma de fogo,HOMICIDIO DOLOSO,2015-10-04,MASCULINO,23,1,1
AIS 22,Tauá,Arma de fogo,HOMICIDIO DOLOSO,2015-10-04,MASCULINO,20,1,1
AIS 20,Dep. Irapuan Pinheiro,Arma de fogo,HOMICIDIO DOLOSO,2015-10-04,MASCULINO,39,1,1
AIS 18,Iracema,Arma de fogo,HOMICIDIO DOLOSO,2015-10-04,MASCULINO,32,1,1
AIS 13,Aquiraz,Arma de fogo,HOMICIDIO DOLOSO,2015-10-04,MASCULINO,18,1,1
AIS 13,Aquiraz,Arma de fogo,HOMICIDIO DOLOSO,2015-10-04,MASCULINO,37,1,1
AIS 13,Aquiraz,Arma de fogo,HOMICIDIO DOLOSO,2015-10-04,MASCULINO,16,1,1
AIS 12,Maracanaú,Arma branca,HOMICIDIO DOLOSO,2015-10-05,MASCULINO,35,1,1
AIS 17,Itapipoca,Arma branca,HOMICIDIO DOLOSO,2015-10-05,FEMININO,25,1,1
AIS 15,Capistrano,Arma de fogo,HOMICIDIO DOLOSO,2015-10-05,MASCULINO,40,1,1
AIS 3,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2015-10-05,MASCULINO,27,1,1
AIS 4,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2015-10-05,MASCULINO,17,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-05,MASCULINO,24,1,1
AIS 15,Redenção,Arma de fogo,HOMICIDIO DOLOSO,2015-10-06,MASCULINO,25,1,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-06,MASCULINO,37,1,1
AIS 12,Maranguape,Arma de fogo,HOMICIDIO DOLOSO,2015-10-06,MASCULINO,25,1,1
AIS 20,Quixeramobim,Arma de fogo,HOMICIDIO DOLOSO,2015-10-06,MASCULINO,65,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-06,MASCULINO,39,1,1
AIS 14,Tianguá,Arma de fogo,HOMICIDIO DOLOSO,2015-10-06,FEMININO,14,1,1
AIS 14,Sobral,Arma de fogo,HOMICIDIO DOLOSO,2015-10-06,MASCULINO,21,1,1
AIS 18,Quixeré,Arma de fogo,HOMICIDIO DOLOSO,2015-10-06,MASCULINO,16,1,1
AIS 17,Pentecoste,Arma de fogo,HOMICIDIO DOLOSO,2015-10-07,MASCULINO,59,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2015-10-07,MASCULINO,15,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-07,MASCULINO,20,1,1
AIS 2,Fortaleza,Outros meios,HOMICIDIO DOLOSO,2015-10-07,MASCULINO,50,1,1
AIS 19,Abaiara,Arma de fogo,HOMICIDIO DOLOSO,2015-10-07,MASCULINO,45,1,1
AIS 18,Tabuleiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2015-10-07,MASCULINO,49,1,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-08,MASCULINO,26,1,1
AIS 16,Crateús,Arma de fogo,HOMICIDIO DOLOSO,2015-10-08,FEMININO,21,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-08,MASCULINO,26,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2015-10-08,MASCULINO,47,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-08,MASCULINO,45,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-08,MASCULINO,26,1,1
AIS 12,Itaitinga,Arma de fogo,HOMICIDIO DOLOSO,2015-10-08,MASCULINO,16,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-08,MASCULINO,30,1,1
AIS 14,Sobral,Arma de fogo,HOMICIDIO DOLOSO,2015-10-09,MASCULINO,19,1,1
AIS 12,Maranguape,Arma de fogo,HOMICIDIO DOLOSO,2015-10-09,MASCULINO,36,1,1
AIS 16,Independência,Arma branca,HOMICIDIO DOLOSO,2015-10-09,MASCULINO,76,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-09,MASCULINO,21,1,1
AIS 18,Russas,Arma de fogo,HOMICIDIO DOLOSO,2015-10-09,MASCULINO,37,1,1
AIS 13,Eusébio,Arma de fogo,HOMICIDIO DOLOSO,2015-10-09,MASCULINO,25,1,1
AIS 16,Monsenhor Tabosa,Arma de fogo,HOMICIDIO DOLOSO,2015-10-09,MASCULINO,27,1,1
AIS 15,Baturité,Arma de fogo,HOMICIDIO DOLOSO,2015-10-09,FEMININO,46,1,1
AIS 20,Pedra Branca,Arma de fogo,HOMICIDIO DOLOSO,2015-10-09,MASCULINO,19,1,1
AIS 19,Brejo Santo,Arma de fogo,HOMICIDIO DOLOSO,2015-10-09,MASCULINO,52,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-09,FEMININO,22,1,1
AIS 20,Pedra Branca,Arma de fogo,HOMICIDIO DOLOSO,2015-10-09,MASCULINO,16,1,1
AIS 19,Crato,Arma de fogo,HOMICIDIO DOLOSO,2015-10-10,MASCULINO,36,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-10,MASCULINO,23,1,1
AIS 13,Cascavel,Arma de fogo,HOMICIDIO DOLOSO,2015-10-10,FEMININO,28,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-10,MASCULINO,23,1,1
AIS 12,Itaitinga,Arma de fogo,HOMICIDIO DOLOSO,2015-10-10,MASCULINO,20,1,1
AIS 19,Brejo Santo,Arma branca,HOMICIDIO DOLOSO,2015-10-10,MASCULINO,58,1,1
AIS 18,Fortim,Arma branca,HOMICIDIO DOLOSO,2015-10-10,MASCULINO,51,1,1
AIS 12,Itaitinga,Arma de fogo,HOMICIDIO DOLOSO,2015-10-10,MASCULINO,19,1,1
AIS 12,Itaitinga,Arma de fogo,HOMICIDIO DOLOSO,2015-10-10,MASCULINO,19,1,1
AIS 15,Canindé,Arma de fogo,HOMICIDIO DOLOSO,2015-10-10,MASCULINO,27,1,1
AIS 22,Catarina,Arma branca,HOMICIDIO DOLOSO,2015-10-11,MASCULINO,76,1,1
AIS 18,Aracati,Arma de fogo,HOMICIDIO DOLOSO,2015-10-11,MASCULINO,42,1,1
AIS 8,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2015-10-11,MASCULINO,16,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2015-10-11,MASCULINO,34,1,1
AIS 12,Pacatuba,Arma branca,HOMICIDIO DOLOSO,2015-10-11,MASCULINO,75,1,1
AIS 13,Aquiraz,Arma de fogo,HOMICIDIO DOLOSO,2015-10-11,MASCULINO,28,1,1
AIS 15,Barreira,Arma de fogo,HOMICIDIO DOLOSO,2015-10-11,MASCULINO,27,1,1
AIS 20,Pedra Branca,Arma branca,HOMICIDIO DOLOSO,2015-10-12,MASCULINO,47,1,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2015-10-12,MASCULINO,30,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-12,MASCULINO,19,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2015-10-12,MASCULINO,36,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-12,MASCULINO,20,1,1
AIS 19,Juazeiro do Norte,Arma branca,HOMICIDIO DOLOSO,2015-10-12,MASCULINO,22,1,1
AIS 19,Aurora,Arma de fogo,HOMICIDIO DOLOSO,2015-10-12,MASCULINO,38,1,1
AIS 12,Itaitinga,Arma branca,HOMICIDIO DOLOSO,2015-10-12,MASCULINO,25,1,1
AIS 13,Pacajus,Arma de fogo,HOMICIDIO DOLOSO,2015-10-13,MASCULINO,24,1,1
AIS 14,Sobral,Arma branca,HOMICIDIO DOLOSO,2015-10-13,MASCULINO,36,1,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-13,MASCULINO,15,1,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-13,MASCULINO,21,1,1
AIS 17,Marco,Arma de fogo,HOMICIDIO DOLOSO,2015-10-13,MASCULINO,21,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-13,MASCULINO,14,1,1
AIS 11,São Gonçalo do Amarante,Arma de fogo,HOMICIDIO DOLOSO,2015-10-13,MASCULINO,36,1,1
AIS 14,Viçosa do Ceará,Arma de fogo,HOMICIDIO DOLOSO,2015-10-14,MASCULINO,34,1,1
AIS 13,Chorozinho,Arma de fogo,HOMICIDIO DOLOSO,2015-10-14,MASCULINO,35,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-14,MASCULINO,30,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2015-10-14,MASCULINO,57,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2015-10-14,MASCULINO,21,1,1
AIS 17,Paraipaba,Arma de fogo,HOMICIDIO DOLOSO,2015-10-14,MASCULINO,29,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2015-10-14,MASCULINO,23,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-15,MASCULINO,40,1,1
AIS 9,Fortaleza,Outros meios,HOMICIDIO DOLOSO,2015-10-15,MASCULINO,16,1,1
AIS 13,Aquiraz,Arma de fogo,HOMICIDIO DOLOSO,2015-10-15,MASCULINO,31,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-16,MASCULINO,15,1,1
AIS 18,Russas,Arma de fogo,HOMICIDIO DOLOSO,2015-10-16,MASCULINO,41,1,1
AIS 17,Paracuru,Arma de fogo,HOMICIDIO DOLOSO,2015-10-16,MASCULINO,38,1,1
AIS 8,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2015-10-16,MASCULINO,36,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2015-10-16,MASCULINO,22,1,1
AIS 21,Quixelô,Arma de fogo,HOMICIDIO DOLOSO,2015-10-16,MASCULINO,56,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-16,MASCULINO,21,1,1
AIS 13,Pacajus,Arma de fogo,HOMICIDIO DOLOSO,2015-10-16,MASCULINO,61,1,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2015-10-16,MASCULINO,20,1,1
AIS 17,Irauçuba,Outros meios,HOMICIDIO DOLOSO,2015-10-16,MASCULINO,32,1,1
AIS 20,Quixeramobim,Arma branca,HOMICIDIO DOLOSO,2015-10-16,MASCULINO,52,1,1
AIS 15,Canindé,Arma de fogo,HOMICIDIO DOLOSO,2015-10-16,MASCULINO,22,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-17,MASCULINO,27,1,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2015-10-17,MASCULINO,26,1,1
AIS 17,General Sampaio,Arma de fogo,HOMICIDIO DOLOSO,2015-10-17,MASCULINO,16,1,1
AIS 19,Barbalha,Arma de fogo,HOMICIDIO DOLOSO,2015-10-17,MASCULINO,15,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-17,FEMININO,21,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2015-10-17,MASCULINO,36,1,1
AIS 20,Quixeramobim,Arma de fogo,HOMICIDIO DOLOSO,2015-10-17,MASCULINO,30,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2015-10-17,FEMININO,31,1,1
AIS 18,Palhano,Arma de fogo,HOMICIDIO DOLOSO,2015-10-17,MASCULINO,33,1,1
AIS 19,Crato,Arma de fogo,HOMICIDIO DOLOSO,2015-10-17,MASCULINO,22,1,1
AIS 19,Jardim,Arma de fogo,HOMICIDIO DOLOSO,2015-10-17,MASCULINO,22,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-17,MASCULINO,15,1,1
AIS 19,Juazeiro do Norte,Arma branca,HOMICIDIO DOLOSO,2015-10-17,MASCULINO,47,1,1
AIS 17,Itapajé,Arma de fogo,HOMICIDIO DOLOSO,2015-10-17,MASCULINO,18,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-18,MASCULINO,45,1,1
AIS 9,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2015-10-18,MASCULINO,40,1,1
AIS 19,Caririaçu,Arma de fogo,HOMICIDIO DOLOSO,2015-10-18,MASCULINO,26,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2015-10-18,MASCULINO,13,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-18,MASCULINO,27,1,1
AIS 14,Camocim,Outros meios,HOMICIDIO DOLOSO,2015-10-18,MASCULINO,22,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2015-10-18,MASCULINO,23,1,1
AIS 3,Fortaleza,Outros meios,HOMICIDIO DOLOSO,2015-10-18,MASCULINO,32,1,1
AIS 22,Quiterianópolis,Arma de fogo,HOMICIDIO DOLOSO,2015-10-18,FEMININO,24,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2015-10-18,MASCULINO,29,1,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2015-10-18,MASCULINO,27,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-18,MASCULINO,43,1,1
AIS 20,Quixeramobim,Arma branca,HOMICIDIO DOLOSO,2015-10-18,MASCULINO,21,1,1
AIS 13,Eusébio,Arma de fogo,HOMICIDIO DOLOSO,2015-10-18,MASCULINO,36,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2015-10-19,MASCULINO,16,1,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-19,MASCULINO,35,1,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2015-10-19,MASCULINO,20,1,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-19,MASCULINO,17,1,1
AIS 17,Acaraú,Arma de fogo,HOMICIDIO DOLOSO,2015-10-19,MASCULINO,23,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-19,MASCULINO,20,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2015-10-20,MASCULINO,39,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2015-10-20,MASCULINO,37,1,1
AIS 4,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2015-10-20,MASCULINO,30,1,1
AIS 19,Araripe,Arma de fogo,HOMICIDIO DOLOSO,2015-10-20,MASCULINO,34,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-20,MASCULINO,22,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2015-10-20,MASCULINO,33,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-20,MASCULINO,18,1,1
AIS 14,Guaraciaba do Norte,Arma de fogo,HOMICIDIO DOLOSO,2015-10-20,MASCULINO,49,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-20,MASCULINO,13,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2015-10-20,MASCULINO,27,1,1
AIS 14,Sobral,Arma de fogo,HOMICIDIO DOLOSO,2015-10-21,MASCULINO,19,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-21,MASCULINO,32,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-21,MASCULINO,21,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-21,MASCULINO,18,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-21,MASCULINO,69,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-21,MASCULINO,17,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-21,MASCULINO,18,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-22,MASCULINO,21,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-22,MASCULINO,21,1,1
AIS 20,Quixadá,Arma de fogo,HOMICIDIO DOLOSO,2015-10-22,MASCULINO,15,1,1
AIS 18,Iracema,Arma de fogo,HOMICIDIO DOLOSO,2015-10-22,MASCULINO,39,1,1
AIS 13,Aquiraz,Arma de fogo,HOMICIDIO DOLOSO,2015-10-22,MASCULINO,35,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-22,MASCULINO,19,1,1
AIS 2,Fortaleza,Outros meios,HOMICIDIO DOLOSO,2015-10-22,MASCULINO,17,1,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2015-10-22,MASCULINO,16,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-22,MASCULINO,16,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2015-10-22,MASCULINO,52,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2015-10-22,MASCULINO,20,1,1
AIS 14,Carnaubal,Arma de fogo,HOMICIDIO DOLOSO,2015-10-23,FEMININO,26,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-23,MASCULINO,23,1,1
AIS 19,Salitre,Arma de fogo,HOMICIDIO DOLOSO,2015-10-23,MASCULINO,20,1,1
AIS 12,Itaitinga,Arma de fogo,HOMICIDIO DOLOSO,2015-10-23,MASCULINO,32,1,1
AIS 13,Aquiraz,Arma de fogo,HOMICIDIO DOLOSO,2015-10-23,MASCULINO,26,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-23,MASCULINO,34,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2015-10-23,MASCULINO,18,1,1
