ais,municipio,arma_utilizada,natureza_fato,data,sexo_vitima,idade_vitima,id_base,dummy_contagem
AIS 13,Pacajus,Arma de fogo,HOMICIDIO DOLOSO,2014-03-31,MASCULINO,21,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-03-31,MASCULINO,43,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-03-31,MASCULINO,22,1,1
AIS 19,Brejo Santo,Arma de fogo,HOMICIDIO DOLOSO,2014-03-31,MASCULINO,36,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-03-31,MASCULINO,15,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-01,MASCULINO,57,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-01,MASCULINO,19,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-01,MASCULINO,19,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-01,MASCULINO,15,1,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-01,MASCULINO,17,1,1
AIS 17,Morrinhos,Arma de fogo,HOMICIDIO DOLOSO,2014-04-01,MASCULINO,18,1,1
AIS 15,Canindé,Arma branca,HOMICIDIO DOLOSO,2014-04-01,MASCULINO,17,1,1
AIS 17,Paraipaba,Arma de fogo,HOMICIDIO DOLOSO,2014-04-02,MASCULINO,17,1,1
AIS 17,Paraipaba,Arma de fogo,HOMICIDIO DOLOSO,2014-04-02,MASCULINO,55,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-02,MASCULINO,17,1,1
AIS 21,Jucás,Arma de fogo,HOMICIDIO DOLOSO,2014-04-02,MASCULINO,42,1,1
AIS 17,Itapipoca,Arma branca,HOMICIDIO DOLOSO,2014-04-02,MASCULINO,23,1,1
AIS 2,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2014-04-02,MASCULINO,23,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-02,MASCULINO,19,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-02,MASCULINO,14,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-03,MASCULINO,24,1,1
AIS 14,Sobral,Arma branca,HOMICIDIO DOLOSO,2014-04-03,MASCULINO,50,1,1
AIS 2,Fortaleza,Meio não informado,HOMICIDIO DOLOSO,2014-04-03,MASCULINO,35,1,1
AIS 2,Fortaleza,Meio não informado,HOMICIDIO DOLOSO,2014-04-03,MASCULINO,23,1,1
AIS 18,Quixeré,Arma de fogo,HOMICIDIO DOLOSO,2014-04-03,MASCULINO,42,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-03,MASCULINO,22,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-03,MASCULINO,18,1,1
AIS 18,Jaguaribe,Arma de fogo,HOMICIDIO DOLOSO,2014-04-03,MASCULINO,34,1,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-03,MASCULINO,39,1,1
AIS 21,Iguatu,Arma de fogo,HOMICIDIO DOLOSO,2014-04-03,MASCULINO,30,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2014-04-03,MASCULINO,15,1,1
AIS 13,Pacajus,Arma de fogo,HOMICIDIO DOLOSO,2014-04-03,MASCULINO,16,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-03,MASCULINO,19,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-03,MASCULINO,24,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-03,MASCULINO,26,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-04,MASCULINO,22,1,1
AIS 14,Sobral,Arma branca,HOMICIDIO DOLOSO,2014-04-04,MASCULINO,19,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2014-04-04,MASCULINO,20,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-04,MASCULINO,21,1,1
AIS 14,São Benedito,Arma branca,HOMICIDIO DOLOSO,2014-04-04,MASCULINO,18,1,1
AIS 12,Pacatuba,Arma de fogo,HOMICIDIO DOLOSO,2014-04-04,MASCULINO,34,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2014-04-04,MASCULINO,26,1,1
AIS 12,Maranguape,Arma de fogo,HOMICIDIO DOLOSO,2014-04-04,MASCULINO,38,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-04,MASCULINO,23,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-04,FEMININO,49,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-04,MASCULINO,51,1,1
AIS 20,Morada Nova,Arma de fogo,HOMICIDIO DOLOSO,2014-04-04,MASCULINO,30,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2014-04-05,MASCULINO,36,1,1
AIS 17,Acaraú,Arma de fogo,HOMICIDIO DOLOSO,2014-04-05,MASCULINO,17,1,1
AIS 21,Quixelô,Arma de fogo,HOMICIDIO DOLOSO,2014-04-05,MASCULINO,41,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-05,FEMININO,21,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-05,MASCULINO,26,1,1
AIS 4,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2014-04-05,MASCULINO,21,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-05,MASCULINO,31,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-05,MASCULINO,34,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-05,MASCULINO,29,1,1
AIS 7,Eusébio,Arma de fogo,HOMICIDIO DOLOSO,2014-04-05,MASCULINO,23,1,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-05,MASCULINO,24,1,1
AIS 13,Pindoretama,Arma de fogo,HOMICIDIO DOLOSO,2014-04-05,MASCULINO,19,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-05,MASCULINO,21,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-05,MASCULINO,16,1,1
AIS 14,Sobral,Arma de fogo,HOMICIDIO DOLOSO,2014-04-05,MASCULINO,17,1,1
AIS 14,Sobral,Arma de fogo,HOMICIDIO DOLOSO,2014-04-05,MASCULINO,44,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-06,MASCULINO,32,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-06,MASCULINO,38,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2014-04-06,MASCULINO,30,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2014-04-06,MASCULINO,33,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-06,MASCULINO,38,1,1
AIS 13,Horizonte,Meio não informado,HOMICIDIO DOLOSO,2014-04-06,MASCULINO,22,1,1
AIS 12,Maranguape,Arma de fogo,HOMICIDIO DOLOSO,2014-04-06,MASCULINO,25,1,1
AIS 12,Maranguape,Arma de fogo,HOMICIDIO DOLOSO,2014-04-06,MASCULINO,30,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-06,MASCULINO,22,1,1
AIS 14,Sobral,Arma de fogo,HOMICIDIO DOLOSO,2014-04-06,MASCULINO,34,1,1
AIS 13,Pacajus,Arma de fogo,HOMICIDIO DOLOSO,2014-04-06,MASCULINO,19,1,1
AIS 14,Sobral,Arma de fogo,HOMICIDIO DOLOSO,2014-04-06,MASCULINO,35,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2014-04-06,MASCULINO,28,1,1
AIS 11,Caucaia,Arma branca,HOMICIDIO DOLOSO,2014-04-07,MASCULINO,43,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2014-04-07,MASCULINO,18,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-07,FEMININO,28,1,1
AIS 19,Mauriti,Arma de fogo,HOMICIDIO DOLOSO,2014-04-07,MASCULINO,22,1,1
AIS 13,Aquiraz,Arma branca,HOMICIDIO DOLOSO,2014-04-07,MASCULINO,49,1,1
AIS 14,Granja,Arma de fogo,HOMICIDIO DOLOSO,2014-04-07,MASCULINO,35,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-07,MASCULINO,18,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-07,MASCULINO,34,1,1
AIS 14,Sobral,Arma de fogo,HOMICIDIO DOLOSO,2014-04-07,MASCULINO,22,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-08,MASCULINO,23,1,1
AIS 17,Paraipaba,Arma de fogo,HOMICIDIO DOLOSO,2014-04-08,MASCULINO,52,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-08,MASCULINO,18,1,1
AIS 13,Aquiraz,Arma de fogo,HOMICIDIO DOLOSO,2014-04-08,MASCULINO,29,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-08,MASCULINO,46,1,1
AIS 19,Assaré,Arma de fogo,HOMICIDIO DOLOSO,2014-04-09,MASCULINO,48,1,1
AIS 21,Icó,Arma de fogo,HOMICIDIO DOLOSO,2014-04-09,MASCULINO,20,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-09,MASCULINO,40,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-09,MASCULINO,52,1,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-09,MASCULINO,16,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-09,MASCULINO,21,1,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-09,MASCULINO,31,1,1
AIS 6,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2014-04-10,MASCULINO,17,1,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-10,MASCULINO,17,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-10,MASCULINO,36,1,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-10,MASCULINO,20,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-10,MASCULINO,29,1,1
AIS 17,Trairi,Arma de fogo,HOMICIDIO DOLOSO,2014-04-10,MASCULINO,38,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-10,MASCULINO,22,1,1
AIS 21,Orós,Arma de fogo,HOMICIDIO DOLOSO,2014-04-10,MASCULINO,51,1,1
AIS 21,Orós,Arma de fogo,HOMICIDIO DOLOSO,2014-04-10,MASCULINO,24,1,1
AIS 21,Iguatu,Arma de fogo,HOMICIDIO DOLOSO,2014-04-10,MASCULINO,18,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-10,FEMININO,38,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-11,MASCULINO,28,1,1
AIS 15,Itapiúna,Arma de fogo,HOMICIDIO DOLOSO,2014-04-11,MASCULINO,31,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-11,MASCULINO,18,1,1
AIS 21,Iguatu,Arma branca,HOMICIDIO DOLOSO,2014-04-11,FEMININO,42,1,1
AIS 18,Quixeré,Arma de fogo,HOMICIDIO DOLOSO,2014-04-11,MASCULINO,44,1,1
AIS 4,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2014-04-11,MASCULINO,40,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-11,MASCULINO,23,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-11,MASCULINO,24,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-11,MASCULINO,22,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-11,MASCULINO,45,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-11,MASCULINO,21,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-12,MASCULINO,20,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-12,MASCULINO,33,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-12,MASCULINO,17,1,1
AIS 20,Quixeramobim,Arma de fogo,HOMICIDIO DOLOSO,2014-04-12,MASCULINO,51,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-12,MASCULINO,26,1,1
AIS 7,Eusébio,Arma de fogo,HOMICIDIO DOLOSO,2014-04-12,MASCULINO,20,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2014-04-12,MASCULINO,16,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-12,MASCULINO,20,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-12,MASCULINO,17,1,1
AIS 12,Maranguape,Arma de fogo,HOMICIDIO DOLOSO,2014-04-12,MASCULINO,28,1,1
AIS 17,Marco,Arma de fogo,HOMICIDIO DOLOSO,2014-04-12,MASCULINO,17,1,1
AIS 17,Itapajé,Arma de fogo,HOMICIDIO DOLOSO,2014-04-12,MASCULINO,17,1,1
AIS 16,Crateús,Arma de fogo,HOMICIDIO DOLOSO,2014-04-12,MASCULINO,26,1,1
AIS 12,Maracanaú,Arma branca,HOMICIDIO DOLOSO,2014-04-13,MASCULINO,38,1,1
AIS 13,Cascavel,Arma branca,HOMICIDIO DOLOSO,2014-04-13,MASCULINO,43,1,1
AIS 15,Itapiúna,Arma de fogo,HOMICIDIO DOLOSO,2014-04-13,MASCULINO,23,1,1
AIS 18,Tabuleiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-13,MASCULINO,47,1,1
AIS 20,Morada Nova,Arma de fogo,HOMICIDIO DOLOSO,2014-04-13,MASCULINO,22,1,1
AIS 20,Senador Pompeu,Arma de fogo,HOMICIDIO DOLOSO,2014-04-13,MASCULINO,33,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-13,MASCULINO,25,1,1
AIS 3,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2014-04-13,MASCULINO,25,1,1
AIS 18,Aracati,Arma de fogo,HOMICIDIO DOLOSO,2014-04-13,MASCULINO,21,1,1
AIS 10,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2014-04-13,MASCULINO,35,1,1
AIS 19,Crato,Arma de fogo,HOMICIDIO DOLOSO,2014-04-13,MASCULINO,20,1,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-13,MASCULINO,26,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-13,MASCULINO,15,1,1
AIS 14,Camocim,Arma branca,HOMICIDIO DOLOSO,2014-04-13,MASCULINO,25,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-13,MASCULINO,31,1,1
AIS 20,Quixeramobim,Outros meios,HOMICIDIO DOLOSO,2014-04-13,MASCULINO,36,1,1
AIS 14,Granja,Outros meios,HOMICIDIO DOLOSO,2014-04-14,MASCULINO,28,1,1
AIS 19,Missão Velha,Arma de fogo,HOMICIDIO DOLOSO,2014-04-14,MASCULINO,29,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-14,MASCULINO,27,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-14,MASCULINO,20,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-14,MASCULINO,22,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-14,MASCULINO,16,1,1
AIS 13,Cascavel,Arma de fogo,HOMICIDIO DOLOSO,2014-04-14,MASCULINO,34,1,1
AIS 18,Limoeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-14,FEMININO,47,1,1
AIS 20,Quixeramobim,Arma branca,HOMICIDIO DOLOSO,2014-04-14,MASCULINO,21,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-14,MASCULINO,44,1,1
AIS 12,Pacatuba,Arma de fogo,HOMICIDIO DOLOSO,2014-04-14,MASCULINO,17,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2014-04-14,MASCULINO,20,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-14,MASCULINO,18,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2014-04-15,MASCULINO,31,1,1
AIS 17,Bela Cruz,Arma branca,HOMICIDIO DOLOSO,2014-04-15,MASCULINO,38,1,1
AIS 17,Bela Cruz,Arma branca,HOMICIDIO DOLOSO,2014-04-15,MASCULINO,25,1,1
AIS 17,General Sampaio,Arma branca,HOMICIDIO DOLOSO,2014-04-15,MASCULINO,57,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-15,MASCULINO,15,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-15,MASCULINO,24,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-15,MASCULINO,25,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-15,MASCULINO,23,1,1
AIS 14,São Benedito,Arma de fogo,HOMICIDIO DOLOSO,2014-04-15,MASCULINO,51,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-15,MASCULINO,19,1,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-15,MASCULINO,34,1,1
AIS 21,Acopiara,Arma de fogo,HOMICIDIO DOLOSO,2014-04-15,MASCULINO,46,1,1
AIS 18,Aracati,Arma de fogo,HOMICIDIO DOLOSO,2014-04-15,MASCULINO,16,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-15,MASCULINO,43,1,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-16,MASCULINO,35,1,1
AIS 13,Pacajus,Arma de fogo,HOMICIDIO DOLOSO,2014-04-16,MASCULINO,16,1,1
AIS 19,Brejo Santo,Arma de fogo,HOMICIDIO DOLOSO,2014-04-16,MASCULINO,55,1,1
AIS 11,Caucaia,Outros meios,HOMICIDIO DOLOSO,2014-04-16,MASCULINO,23,1,1
AIS 16,Tamboril,Arma de fogo,HOMICIDIO DOLOSO,2014-04-16,MASCULINO,32,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-16,MASCULINO,32,1,1
AIS 18,Limoeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-16,MASCULINO,29,1,1
AIS 13,Aquiraz,Arma de fogo,HOMICIDIO DOLOSO,2014-04-16,MASCULINO,20,1,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-16,MASCULINO,35,1,1
AIS 13,Pindoretama,Outros meios,HOMICIDIO DOLOSO,2014-04-16,MASCULINO,22,1,1
AIS 18,Russas,Arma de fogo,HOMICIDIO DOLOSO,2014-04-16,MASCULINO,20,1,1
AIS 14,Coreaú,Arma branca,HOMICIDIO DOLOSO,2014-04-16,MASCULINO,37,1,1
AIS 12,Pacatuba,Arma de fogo,HOMICIDIO DOLOSO,2014-04-16,MASCULINO,28,1,1
AIS 20,Pedra Branca,Arma branca,HOMICIDIO DOLOSO,2014-04-17,MASCULINO,21,1,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-17,MASCULINO,49,1,1
AIS 13,Eusébio,Arma de fogo,HOMICIDIO DOLOSO,2014-04-17,MASCULINO,32,1,1
AIS 19,Milagres,Arma branca,HOMICIDIO DOLOSO,2014-04-17,FEMININO,19,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-17,MASCULINO,15,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-17,MASCULINO,38,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-17,MASCULINO,19,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-17,MASCULINO,33,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-17,MASCULINO,17,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-17,MASCULINO,28,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-17,MASCULINO,19,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-18,FEMININO,26,1,1
AIS 15,Itatira,Outros meios,HOMICIDIO DOLOSO,2014-04-18,MASCULINO,34,1,1
AIS 16,Reriutaba,Arma branca,HOMICIDIO DOLOSO,2014-04-18,MASCULINO,43,1,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-18,MASCULINO,25,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-18,FEMININO,22,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-18,MASCULINO,22,1,1
AIS 20,Pedra Branca,Outros meios,HOMICIDIO DOLOSO,2014-04-18,MASCULINO,22,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-18,MASCULINO,21,1,1
AIS 3,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2014-04-18,MASCULINO,28,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-18,MASCULINO,31,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-18,MASCULINO,36,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-18,MASCULINO,27,1,1
AIS 12,Maranguape,Arma de fogo,HOMICIDIO DOLOSO,2014-04-18,MASCULINO,46,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-18,MASCULINO,16,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-18,FEMININO,25,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-18,MASCULINO,27,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-18,MASCULINO,17,1,1
AIS 20,Pedra Branca,Arma de fogo,HOMICIDIO DOLOSO,2014-04-18,MASCULINO,19,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-18,MASCULINO,18,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-18,MASCULINO,16,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-19,MASCULINO,16,1,1
AIS 18,Aracati,Arma de fogo,HOMICIDIO DOLOSO,2014-04-19,MASCULINO,23,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-19,MASCULINO,27,1,1
AIS 22,Parambu,Arma de fogo,HOMICIDIO DOLOSO,2014-04-19,MASCULINO,40,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-19,MASCULINO,19,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-19,MASCULINO,37,1,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-19,MASCULINO,19,1,1
AIS 18,Beberibe,Arma branca,HOMICIDIO DOLOSO,2014-04-19,MASCULINO,34,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-19,MASCULINO,29,1,1
AIS 17,Paraipaba,Arma branca,HOMICIDIO DOLOSO,2014-04-20,MASCULINO,36,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-20,MASCULINO,29,1,1
AIS 12,Itaitinga,Arma de fogo,HOMICIDIO DOLOSO,2014-04-20,MASCULINO,17,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-20,MASCULINO,16,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-20,MASCULINO,18,1,1
AIS 20,Banabuiú,Arma de fogo,HOMICIDIO DOLOSO,2014-04-20,MASCULINO,41,1,1
AIS 3,Fortaleza,Outros meios,HOMICIDIO DOLOSO,2014-04-20,MASCULINO,29,1,1
AIS 12,Maracanaú,Arma branca,HOMICIDIO DOLOSO,2014-04-20,MASCULINO,52,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2014-04-20,MASCULINO,16,1,1
AIS 20,Quixadá,Arma de fogo,HOMICIDIO DOLOSO,2014-04-20,MASCULINO,34,1,1
AIS 18,Iracema,Outros meios,HOMICIDIO DOLOSO,2014-04-20,MASCULINO,76,1,1
AIS 20,Pedra Branca,Arma de fogo,HOMICIDIO DOLOSO,2014-04-20,MASCULINO,28,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-20,MASCULINO,41,1,1
AIS 19,Barbalha,Arma de fogo,HOMICIDIO DOLOSO,2014-04-20,MASCULINO,39,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-20,MASCULINO,18,1,1
AIS 13,Pacajus,Arma branca,HOMICIDIO DOLOSO,2014-04-20,MASCULINO,51,1,1
AIS 20,Morada Nova,Arma de fogo,HOMICIDIO DOLOSO,2014-04-21,MASCULINO,43,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-21,MASCULINO,19,1,1
AIS 20,Morada Nova,Arma de fogo,HOMICIDIO DOLOSO,2014-04-21,FEMININO,27,1,1
AIS 20,Morada Nova,Arma de fogo,HOMICIDIO DOLOSO,2014-04-21,MASCULINO,45,1,1
AIS 19,Barro,Outros meios,HOMICIDIO DOLOSO,2014-04-21,MASCULINO,71,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-21,MASCULINO,25,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-21,MASCULINO,24,1,1
